IssueType,ParentId,TaskId,TaskName,TaskContent,Status,DateCreatedText,DueDateText,StartDateText,Assignees,Priority,ListName,ProjectName,SpaceName,TimeEstimated,tags1,tags2,tags3,tags4,tags5,attachment1,attachment2,attachment3,comment1
story,,behcz,Add Flutter on-boarding guide to docs,"Creator checklist\\ I've added at least one use case\\ I've added a short description of what the feature should be\\ Use case(s)\\ As a developer with a Flutter project I want to add and configure Flutter projects easily so that I can have faster and more stable builds with the necessary tooling in place.\\ Description\\ We're adding official Flutter support to Bitrise and there needs to be proper documentation around it to help users onboard. This should be along the same lines of the rest of the platform on-boarding guides.\\ ",Closed,19/Nov/18 11:31 AM,,,,1,Technical Writing,Technical Writing,Completed Archive,36000,enhancement,epic:_flutter_support,,,,,,,"25/Jan/19 2:38 PM;anna.banyik@bitrise.io;@Zoltán Bába One extra step has been added to the guide (""If you have an iOS project in your Flutter project, you will have to select an .ipa export method."") and the article is approved by Tomi. I released it to Devcenter.
"
task,,3nnqm,Fix the Adding webhooks topic: it points to non-existent articles regarding webhook creation with Gitlab etc.,"Pull request: https://github.com/bitrise-io/devcenter/pull/227\\ ",Closed,03/May/18 1:44 PM,,,,2,Technical Writing,Technical Writing,Completed Archive,,,,,,,,,,"19/Jun/18 10:29 AM;norbert.kovach@bitrise.io;LGTM 👍  
"
sub-task,xj4mf,,Review,null,Open,20/May/19 12:05 PM,,,,null,Technical Writing,Technical Writing,Completed Archive,,,,,,,,,
sub-task,k0jkv,,Password reset instructions in a new Logging in article,null,Closed,27/Mar/19 11:11 AM,,,,null,Technical Writing,Technical Writing,Completed Archive,10800,,,,,,,,
story,,8rtjx,Updating our Terms of Service,"  Update the old Term of Serive based on word/pdf texts provided\\ ",Closed,04/Oct/18 10:23 AM,,,,2,Technical Writing,Technical Writing,Completed Archive,18000,enhancement,frontend,,,,,,
task,,mpgdh,Research and compare nested menu solutions,"What should we do?\\ Look at how other projects handle Forestry and Jekyll nested menus and submenus \\ Why should we do it?\\ We are not taking full advantage of Jekyll's menu plugin and our handling of menus is more complicated than it should be.\\ More details\\ ",Closed,07/Mar/19 4:53 PM,,,,2,Technical Writing,Technical Writing,Completed Archive,21600,maintenance,,,,,,,,"07/Mar/19 4:58 PM;zoltan.baba@bitrise.io;https://jekyllrb.com/tutorials/navigation/#scenario-4-three-level-navigation-list
","07/Mar/19 4:57 PM;zoltan.baba@bitrise.io;https://github.com/forestryio-templates/belkirk-jekyll-demo
","07/Mar/19 4:57 PM;zoltan.baba@bitrise.io;https://github.com/forestryio/jekyll-menus
"
task,,xj4mf,Add image conventions to the Format section of our Style Guide,"What should we do?\\ We're missing some valuable input as to how to include images to Devcenter. What size and marking methods we should use. A meeting has been set up with our Design Team and their input should be included in the Format section of our Style Guide\\ Why should we do it?\\ To have a common way of dealing with images in our guides.\\ \\ ",Closed,20/May/19 12:05 PM,,,,1,Technical Writing,Technical Writing,Completed Archive,18000,bitrise_style_guide,devcenter,maintenance,,,,,
story,,fe81t,Rolling builds: only cancel when the build runs the same workflow,"Use case(s)\\ Users did not want ALL builds on the same branch to be cancelled when a new build is started, only builds that run the same workflow. \\ How it should work for the user\\ When a user manually or otherwise triggers a build that runs a given workflow, the only builds that should be cancelled out of those running on the same branch are those that run with the same workflow. \\ Additional resources/research (optional)\\   \\ ",Closed,17/Jan/19 2:57 PM,,,,1,Technical Writing,Technical Writing,Completed Archive,7200,enhancement,,,,,,,
sub-task,4kecu,,A generic guide for all new starters,null,Closed,25/Jul/18 1:10 PM,,,,null,Technical Writing,Technical Writing,Completed Archive,,,,,,,,,
story,,k3qtc,API documentation: code signing files,"Use case(s)\\ There is no detailed instruction on how to use the API for given operations, such as uploading/downloading code signing files.\\ How it should work for the user\\ The user should understand the details of using all the provisioning-profile and build-certificate endpoints. They should be able to quickly and comfortably navigate between the endpoint reference documentation and the DevCenter's API documentation. \\ Additional resources/research (optional)\\ api-docs.bitrise.io\\ ",Closed,21/Feb/19 5:03 PM,,,,2,Technical Writing,Technical Writing,Completed Archive,36000,api,enhancement,,,,,,
task,,3nnng,DevCenter : re-structure the Android Code Signing guide -- make the Sign APK step the first / recommended solution. Users are confused.,"Tech review to Tooling Team: https://github.com/bitrise-io/devcenter/pull/223 Pls check and feedback me if any issues!\\ \\ ---\\ http://devcenter.bitrise.io/android/code-signing/\\ \\ ---\\ \\ The easiest solution for a native Android project right now is http://devcenter.bitrise.io/android/code-signing/#2-let-sign-apk-step-to-signresign-your-unsigneddebug-signed-apk with is only the last option there.\\ \\ For the gradle config option you have to config the gradle project and also configure a `file-downloader` step, which is right now in a separate section of this guide and it seems users can't really understand this / the guide's order quite hard to follow.\\ \\ I'd actually split the Xamarin one to a separate section, and for Native android projects I'd highlight the Sign APK step as the number 1 solution (http://devcenter.bitrise.io/android/code-signing/#2-let-sign-apk-step-to-signresign-your-unsigneddebug-signed-apk).\\ \\  \\ \\ 2018.06.07.: pull request is on GitHub, waiting for review. \\ \\ ",Closed,28/Nov/17 1:33 PM,"12/8/2017, 10:00:00 AM GMT+1",,,2,Technical Writing,Technical Writing,Completed Archive,,update_devcenter,,,,,,,
task,,jx1y1,Setting up a staging env for DevCenter,"What should we do?\\ Set up a staging environment, with gh-pages deployment.\\ Why should we do it?\\  To test any big changes (design update, localization etc.) \\ More details\\ ",Closed,20/Feb/19 3:00 PM,,,,1,Technical Writing,Technical Writing,Completed Archive,7200,maintenance,,,,,,,,"20/Feb/19 4:36 PM;zoltan.baba@bitrise.io;Staging environment done. For now it's at https://github.com/zoltan-baba/zoltan-baba.github.io.
"
story,,3b24n,Android deployment guide,null,Closed,23/May/18 2:58 PM,,,,null,Technical Writing,Technical Writing,Completed Archive,7200,enhancement,,,,,,,,"16/Jul/18 4:10 PM;anna.banyik@bitrise.io;Drafting is done based on blogpost and developer input. Review is needed if I'm on the right track.
"
story,,x1nhf,Styling procedures (ordered lists) for DevCenter,"Use case(s)\\ I want to be able to easily follow procedures on DevCenter. \\ How it should work for the user\\ Ordered lists are used for procedures: their styling should make them stand out so as to ""lead the eye"". Colours and style should be in accordance with the preliminary design available in Zeplin.\\ Additional resources/research (optional)\\ ",Closed,15/May/19 10:39 AM,,,,2,Technical Writing,Technical Writing,Completed Archive,14400,enhancement,,,,,,,
story,,c0p7r,Make Gradle code signing using our File downloader step clearer,"Based on this user feedback we might want to describe how gradle code signing is done, and how to upload the keystore file file and what steps are needed for this WF (and which steps are not, like our Sign APK)\\ \\ Based on this feedback from our user: https://discuss.bitrise.io/t/android-sign-apk-step-error-unsupported-protocol-scheme-fail-using-existing-release-keystore-file/5727\\ \\ useful info from Support: https://github.com/bitrise-steplib/steps-sign-apk/blob/master/step.yml#L52\\ ",Closed,01/Dec/18 4:01 PM,,,,3,Technical Writing,Technical Writing,Completed Archive,21600,enhancement,platform:_android,,,,,,,"05/Dec/18 4:39 PM;anna.banyik@bitrise.io;On review with Support.
"
task,,ezcn9,Check new website and update screenshots/Getting Started section,"As new website goes live, check which screenshots are outdated and update them in Getting Started Section. \\ ",Closed,11/Jan/19 2:08 PM,,,,2,Technical Writing,Technical Writing,Completed Archive,36000,ui,,,,,,,,"11/Jan/19 2:08 PM;anna.banyik@bitrise.io;Changing the estimation as per section by section progress
","11/Jan/19 2:08 PM;anna.banyik@bitrise.io;Wait for Website's green light. Atm they're fixing a couple of things around the Add New App button and layout might change. They'll let us know once finished! Moving this card back to Backlog until then.
"
sub-task,3c7q8,,"Update: ""How to run your build locally in Docker","Formatting needed for this article to look as good as other articles in this chapter\\ ",Closed,05/Dec/18 4:41 PM,,,,null,Technical Writing,Technical Writing,Completed Archive,,,,,,,,,
sub-task,r1cr8,,Review,null,Closed,05/Apr/19 2:50 PM,,,,null,Technical Writing,Technical Writing,Completed Archive,,,,,,,,,
story,,xvgn6,TTFonts update + ToC for DevCenter,"Use case(s)\\  I want DevCenter to fit the brand of Bitrise. I also want increased usability: long articles need table of contents for easier navigation. \\ How it should work for the user\\ The user should be able to always see the ToC of any article and click on the relevant section. It should work with h2 and h3 headings. The user should encounter the familiar TTNorms font type when reading our documentation. \\ Additional resources/research (optional)\\ ",Closed,21/May/19 5:18 PM,,,,2,Technical Writing,Technical Writing,Completed Archive,28800,enhancement,,,,,,,
sub-task,u6qxe,,Sign off,null,Open,24/Apr/19 1:45 PM,,,,null,Technical Writing,Technical Writing,Completed Archive,,,,,,,,,
story,,q9krp,Extend the Flutter Getting Started guide with iOS Code Signing related section.,"Use case(s)\\ While I was working on my Tokyo Flutter meetup sample I realised that a few steps are missing from the https://devcenter.bitrise.io/getting-started/getting-started-with-flutter-apps/ Getting started guide.\\ \\ Namely, that after you generate a flutter project (with flutter create myapp ) you'll have to open the generated iOS Xcode project/workspace file and set a **Team** in project settings. Without this codesigndoc won't be able to collect the files for the project, as well as regardless of what kind of code signing setup you do on bitrise.io it'll fail as Xcode itself will complain about the project being invalid ( **Team** ID is required since Xcode 9 or 10 ).\\ Important note/highlight: This Team ID also have to be saved and committed into the repository. W/o that it'll only work in local but not on bitrise - make sure this change is committed into the repo.\\ How it should work for the user\\ Following the Getting Started guide should get the user to the point where there's a prepared Test ( primary ) as well as a Deploy ( deploy ) workflow, both passing the build. For iOS this requires Code Signing preps, and setting the Team ID is specific to flutter , as standard/native iOS projects start with that already set.\\ Additional resources/research (optional)\\ -\\ ",Closed,01/Apr/19 1:21 PM,,,,1,Technical Writing,Technical Writing,Completed Archive,14400,enhancement,,,,,,,,"01/Apr/19 1:28 PM;viktor.benei@bitrise.io;Feel free to ping me if you need more info/help with generating & preparing the sample.
"
story,,yj6xn,Add basic tags and summaries to articles - Phase I,"Use case(s)\\ We want to be able to create a ""related articles"" section under every article. To achieve this, we need to add tags to articles: these are collected and parsed by Jekyll. The articles also need summaries.\\ \\ For phase 1, we add basic tags that broadly correspond to menu identifiers (api, testing, steps, workflows, builds, cli, troubleshooting, faq) and platforms. \\ How it should work for the user\\ The user should see relevant related links at the end of articles. \\ Additional resources/research (optional)\\ ",Closed,27/May/19 2:53 PM,,,,1,Technical Writing,Technical Writing,Completed Archive,21600,enhancement,,,,,,,
story,,ah03h,Algolia research - optimising DevCenter search,"Algolia has several interesting features that can make our search more effective. \\ using search synonyms\\ query rules\\ rankings\\ \\ Research how we can improve the search by taking advantage of these.\\ ",Closed,07/Nov/18 3:12 PM,,,,2,Technical Writing,Technical Writing,Completed Archive,10800,enhancement,,,,,,,
task,,ngbjz,Finish up replacing screenshots,"What should we do?\\ Go through the rest of Bitrise sections and see where we have old screenshots > replace them to new ones. (sections: Deployment and Tips and Tricks sections)\\ Why should we do it?\\ \\ Our Devcenter has to reflect the new UI FE.\\ More details\\ ",Closed,14/Mar/19 2:14 PM,,,,3,Technical Writing,Technical Writing,Completed Archive,7200,maintenance,,,,,,,
story,,ve9bc,"Publishing the translation of ""Caching"" & ""Testing""","Articles translated from English to Japanese have to be moved to the live environment. Afterwards we have to check that the menus are set correctly and therefore navigation is seamless and simple. \\ Translated DevCenter section: \\ キャッシュ (Caching) \\ テスト (Testing)\\ \\ Translated articles (both JP and EN titles): \\ キャッシュについて (About Caching)\\ \\ Xcodeテストの実行 (Running Xcode tests)\\ \\ Visual Studio App Centerでのテストの実行 (Running tests in the Visual Studio App Center)\\ \\ Bitrise上でDetoxテストの実行 (Running Detox tests on Bitrise)\\ \\ \\ ",Closed,03/May/19 5:10 PM,,,,1,Technical Writing,Technical Writing,Completed Archive,3600,enhancement,publish:_our_sites_(blog_/_newsletter_/_devcenter_/_github_lists,_...),review,,,,
story,,r5zpm,Clear up Workflows in YAML,"Use case(s)\\ This guide contains lots of great info and starts out pretty well segmented but gets a bit cluttered towards the end\\ How it should work for the user\\ We should add admonitions to important, note and tip-related content\\ Other editorial changes to help smoother reader experience\\ Additional resources/research (optional)\\ ",Closed,08/Apr/19 11:18 AM,,,,3,Technical Writing,Technical Writing,Completed Archive,14400,devcenter,enhancement,,,,,,
task,,3p3y2,"Setting up build triggers - push, tag, pull request","Guide on setting up build triggers on the website UI of Bitrise. \\ \\ 2018.06.07: pull request waiting for review\\ ",Closed,06/Jun/18 10:59 AM,,,,null,Technical Writing,Technical Writing,Completed Archive,,,,,,,,,
sub-task,behcz,,Review,null,Closed,19/Nov/18 11:31 AM,,,,null,Technical Writing,Technical Writing,Completed Archive,,,,,,,,,
story,,c0p9v,Research existing info on quay migration,"This is what I found in relation to the Quay migration card on our discuss site https://discuss.bitrise.io/t/weekly-virtual-machine-stack-updates-2018-01-13/3735\\ \\ Read these to understand docker hub and quay:  https://docs.quay.io/guides/building.html, https://quay.io, https://docs.docker.com/docker-hub/\\ ",Closed,01/Dec/18 4:13 PM,,,,2,Technical Writing,Technical Writing,Completed Archive,3600,enhancement,research,,,,,,
story,,g4b87,Update Webhook screenshots in DevCenter,"Use case(s)\\ Screenshots do not reflect our new UI design.\\ How it should work for the user\\ Update screenshots accordingly and check if content needs to change due to new layout.\\ Additional resources/research (optional)\\ ",Closed,25/Jan/19 1:52 PM,,,,2,Technical Writing,Technical Writing,Completed Archive,18000,devcenter,enhancement,,,,,,
sub-task,xvgn6,,Sign off,null,Open,21/May/19 5:18 PM,,,,null,Technical Writing,Technical Writing,Completed Archive,,,,,,,,,
story,,3tpzx,Bitrise.yml on the website,"\\ Restore and undo changes in a build's bitrise.yml\\ Downloading it\\ Using it with another app\\ \\ ",Closed,08/Jun/18 5:07 PM,,,,null,Technical Writing,Technical Writing,Completed Archive,3600,enhancement,,,,,,,
sub-task,3c7q8,,"Update ""The Android/Linux/Docker environment""",null,Closed,04/Dec/18 12:22 PM,,,,null,Technical Writing,Technical Writing,Completed Archive,,,,,,,,,
story,,10jc78,Create index.md file for Builds,"Use case(s)\\ All main menu items need content: if someone clicks on them, the content should be displayed. \\ How it should work for the user\\ If a user clicks on the Builds menu item, it should have content that briefly explains what a build is, what are their most important characteristics, and what can you read about in the following sections. \\ Additional resources/research (optional)\\ ",Closed,12/Jun/19 2:34 PM,,,,1,Technical Writing,Technical Writing,Completed Archive,14400,devcenter,enhancement,,,,,,
story,,ezg43,Update screenshots & content/Infra&Teams&Orgs,"Creator checklist\\ I've added at least one use case\\ I've added a short description of what the feature should be\\ I've proposed how it should work for the user (user journey)\\ I've proposed a priority\\ I've added the key results need to be tracked in this new feature\\ Use case(s)\\ Current screenshots are not up to date with the new Website layout and design, also some content is outdated due to new design.\\ Description\\ Update screenshots and content as per new design in Infra, Teams & Orgs chapters\\ How it should work for the user\\ Reflect the new design\\ Key Results that need to be tracked\\ \\ Additional resources / research (optional)\\ ",Closed,11/Jan/19 3:49 PM,,,,3,Technical Writing,Technical Writing,Completed Archive,36000,devcenter,enhancement,,,,,,
task,,c065x,Research the new VPN steps,"The community provided us with two VPN steps: one by DeNa and one by Droids on Roids. Research how these work before estimating and updating the VPN guide on DevCenter. \\ ",Closed,30/Nov/18 4:39 PM,,,,1,Technical Writing,Technical Writing,Completed Archive,14400,maintenance,,,,,,,
story,,583n3,Set your build version on Bitrise automatically,"https://blog.bitrise.io/set-your-build-version-on-bitrise-automatically\\ \\ Note: if version_code_offset is set to be $BITRISE_BUILD_NUMBER, then it won't have a fixed value.\\ \\ Additionally, build numbering is not really documented at all. \\ ",Closed,20/Jul/18 10:55 AM,,,,2,Technical Writing,Technical Writing,Completed Archive,14400,enhancement,,,,,,,
sub-task,thq3w,,Review,null,Closed,18/Apr/19 12:35 PM,,,,null,Technical Writing,Technical Writing,Completed Archive,,,,,,,,,
story,,reegr,"Publishing the translation of ""Builds""","Articles translated from English to Japanese have to be moved to the live environment. Afterwards we have to check that the menus are set correctly and therefore navigation is seamless and simple. \\ Translated DevCenter section: \\ ビルド（Builds）\\ \\ Translated articles (both JP and EN titles): \\ ビルドのトリガー(Triggering builds) <= only title\\ 	・トリガーマップを使ったビルドのトリガー (Using the Trigger Map to trigger 		builds)\\ 	・シングルトリガーで並列ビルドを開始 (Starting parallel builds with a single trigger)\\ 通知設定 (Configuring notifications)\\ ビルドの番号付けとアプリバージョン管理 (Build numbering and app versioning)\\ 秘密と環境設定 (Secrets and Env vars)\\ 公開アプリの機密インプット (Sensitive inputs in public apps)\\ オンラインでのビルドアーティファクト (Build artifacts online)\\ bitrise.ymlファイルへのオンラインアクセス (Accessing the bitrise.yml file online)\\ ビルドマシンでGitの認証情報を設定 (Setting your Git credentials on build machines)\\ 利用可能な環境変数 (Available environment variables)\\ ビルドログ (Build logs)\\ \\ ",Closed,09/Apr/19 4:46 PM,,,,null,Technical Writing,Technical Writing,Completed Archive,7200,enhancement,publish:_our_sites_(blog_/_newsletter_/_devcenter_/_github_lists,_...),review,,,,
story,,f420d,Test Reports Add-on — Documentation,"Use case(s)\\ As a user I'd like to have a clear understanding on how a given add-on works and how to set it up and maintain.\\ How it should work for the user\\ We are going to have a touch point with our users on the add-on details page  under the integration (in this case add-on) marketplace. Here they can deep dive in the details of the given add-on, where we reassure them after the first insights that is provided by a short summary and description on the details page. \\ Of course this is going to be an essential part of the add-on documentations ""bundle"" where we gather each of our add-ons. \\ Additional resources/research (optional)\\ Details page can overlap the documentation in terms of content, but the add-on detail page should be more likely a presentation than a documentation. It should provide a short summary of the core values and an SEO friendly description.\\ \\ Current layout for the Details Page: https://zpl.io/aMKjLLz\\ \\ Current design for Test Reports:  https://zpl.io/2EPWxml\\ \\ Please find the project owner in the website team for more informations of the add-on. Project owner of this add-on is Norbi.\\ ",Closed,14/Jan/19 11:39 AM,,,,1,Technical Writing,Technical Writing,Completed Archive,28800,enhancement,epic:_addons,,,,,,,"01/Feb/19 4:40 PM;zoltan.baba@bitrise.io;First version is available in Nuclino: https://app.nuclino.com/Bitrise/Tech-writing/Test-Reports-add-on-8f47cfd8-a3bb-4495-a6ed-5692ec0b9ee8. This is subject to revision before it can be made ""customer-facing""; that is, before we add it to DevCenter. 
"
story,,10u9q0,Re-write the Quick Start Guide,"Use case(s)\\ The current Quick start guide spends too much time on adding a new app, as opposed to introducing people to the core concepts of Bitrise. \\ How it should work for the user\\ The user should be able to understand the very basics of how Bitrise works by simply reading the quick start guide. They would have to be able to set up a basic app. \\ Additional resources/research (optional)\\ ",Closed,13/Jun/19 5:35 PM,,,,1,Technical Writing,Technical Writing,Completed Archive,21600,enhancement,,,,,,,
task,,3nntb,Write a topic on the Selective Builds feature (Mono Repo),"Done. Pull request on 2018.06.11.\\ ",Closed,03/May/18 3:09 PM,,,,2,Technical Writing,Technical Writing,Completed Archive,,,,,,,,,
sub-task,k0jkv,,Sign up with email process review and update,null,Closed,27/Mar/19 9:30 AM,,,,null,Technical Writing,Technical Writing,Completed Archive,7200,,,,,,,,
sub-task,t5q1e,,Review,null,Closed,15/Apr/19 2:53 PM,,,,null,Technical Writing,Technical Writing,Completed Archive,,,,,,,,,
story,,3jxmw,DOCS: meta field - rules - namespacing,"CONCLUSION\\ \\ **We should write docs/guideline for this** -- is to have ""bundle ID"" keys in the meta, and a given key can be overwritten by the tool if required. **Namespacing**\\ \\ E.g.:\\ \\ ```\\ meta:\\   bitrise.io.workflow-editor:\\     is_expose: true\\   bitrise.io.scanner:\\     something: ""else""\\ ```\\ \\ the workflow editor can overwrite the content of `bitrise.io.workflow-editor`, but should leave other parts of the `meta` intact (in this case the `bitrise.io.scanner`)\\ ",Closed,21/Sep/17 5:18 PM,,,,3,Technical Writing,Technical Writing,Completed Archive,18000,devcenter,enhancement,,,,,,,"24/Apr/18 12:59 PM;jozsef.eros@bitrise.io;All is done. Only remaining task is writing about it to DevCenter. Should we? There should indeed be a guideline about this, since anytime someone wants to create e. g. a step, they should know about this namespaced metadata possibility & system."
story,,3nnnh,User and app management with orgs - Devcenter,"\\ ",Closed,17/Oct/17 5:23 PM,,,,null,Technical Writing,Technical Writing,Completed Archive,,enhancement,,,,,,,
sub-task,e4zz4,,Documenting provisioning-profile,"Test to see if there are any gaps\\ ",Closed,02/Jan/19 3:57 PM,,,,null,Technical Writing,Technical Writing,Completed Archive,,,,,,,,,
sub-task,pqmuk,,Review,null,Closed,26/Mar/19 1:36 PM,,,,null,Technical Writing,Technical Writing,Completed Archive,,,,,,,,,
sub-task,rdvhx,,Review,null,Closed,09/Apr/19 1:21 PM,,,,null,Technical Writing,Technical Writing,Completed Archive,,,,,,,,,
story,,prmqc,Remote Access documentation,"Use case(s)\\ As a user, I'd like to be able to connect to the build VM after my build failed, to look for bugs. \\ How it should work for the user\\ A guide should be available so that the user can configure remote access so that they can connect to the build VM. It should include all the relevant details about remote access (how to set it up, how long does it last, what kind of services does it use). \\ Additional resources/research (optional)\\   \\ ",Closed,26/Mar/19 5:16 PM,,,,2,Technical Writing,Technical Writing,Completed Archive,36000,enhancement,epic:_remote_access,,,,,,,"15/Apr/19 1:28 PM;zoltan.baba@bitrise.io;Blocked as the feature doesn't work just yet, even with beta tag. 
"
story,,583ap,"Self-hosted GitLab support, including Build Status sending","  \\   \\   \\ \\ Documentation needed before release, because the article will be linked on the UI.\\ ",Closed,20/Jul/18 10:17 AM,,,,1,Technical Writing,Technical Writing,Completed Archive,18000,enhancement,,,,,,,,"01/Aug/18 4:03 PM;daniel@bitrise.io;@Zoltán Bába Other self-hosted providers will be added later (GitHub Enterprise & Bitbucket Server), but not available yet.
","01/Aug/18 11:09 AM;zoltan.baba@bitrise.io;Other self-hosted solutions? 
"
story,,ryvp6,API documentation improvement: build artifacts and code signing endpoints,"https://api-docs.bitrise.io/#/build-artifact\\ https://api-docs.bitrise.io/#/build-certificate\\ https://api-docs.bitrise.io/#/provisioning-profile\\ https://api-docs.bitrise.io/#/generic-project-file\\ Use case(s)\\ Users browsing the API reference documentation. \\ How it should work for the user\\ They should find more detailed information on the given endpoints. Currently, the descriptions are far too short and lacking in details to successfully guide the usage of the API. It'd be preferable if they could also have access to the detailed guides on DevCenter from the reference documentation. \\ Additional resources/research (optional)\\ \\ ",Closed,12/Apr/19 5:43 PM,,,,2,Technical Writing,Technical Writing,Completed Archive,28800,api,enhancement,,,,,,
sub-task,ryvp6,,build-certificate,null,Closed,18/Apr/19 10:45 AM,,,,null,Technical Writing,Technical Writing,Completed Archive,,,,,,,,,
task,,123v0g,Rework Teams and Orgs,"What should we do?\\ Now that we've got our Language and Format guides ready, we can update Devcenter accordingly.\\ Why should we do it?\\ To provide consistent guides.\\ https://app.nuclino.com/Bitrise/Tech-writing/Language-9644e0f2-f4ba-405c-b33b-a44b59539292\\ https://app.nuclino.com/Bitrise/Tech-writing/Format-63c6cf62-f83d-420a-b5a4-e565031ec533\\ \\ ",Closed,24/Jun/19 2:43 PM,,,,3,Technical Writing,Technical Writing,Completed Archive,28800,bitrise_style_guide,maintenance,,,,,,
story,,5nuvb,Public Apps - an overview,"Write a summary on DevCenter about the Public Apps feature\\ \\ how it works\\ what are the use cases and benefits\\ what can a contributor see on Bitrise \\ ",Closed,02/Aug/18 2:06 PM,,,,1,Technical Writing,Technical Writing,Completed Archive,10800,enhancement,,,,,,,
task,,rdvhx,Research how to set up Bitrise on Azure AD,"What should we do?\\ Research adding Bitrise as a SAML SSO app on Azure AD.\\ Why should we do it?\\ So that we can create a guide on it for Devcenter\\ More details\\ https://docs.datadoghq.com/account_management/saml/azure/ (from Peti)\\ ",Closed,09/Apr/19 1:21 PM,,,,1,Technical Writing,Technical Writing,Completed Archive,10800,maintenance,,,,,,,
task,,3nnpy,Check the blog posts for features that are not documented in DevCenter,"New features, capabilities of Bitrise (either .io or the CLI) might not be documented in DevCenter, only in blog posts. The blog needs to be checked and compared to DevCenter. ",Closed,03/May/18 11:14 AM,,,,2,Technical Writing,Technical Writing,Completed Archive,,,,,,,,,
sub-task,wbqwu,,Review,null,Open,10/May/19 9:26 AM,,,,null,Technical Writing,Technical Writing,Completed Archive,,,,,,,,,
sub-task,r9crn,,Review by peer TW,null,Closed,08/Apr/19 11:35 AM,,,,null,Technical Writing,Technical Writing,Completed Archive,,,,,,,,,
task,,j5pxv,Guide: how to change the user.name and user.email used for git push from bitrise,"Use case(s)\\ Due to security concerns we changed the default user.name and user.email on the VMs from\\ git config --global user.email email@example.com\\ git config --global user.name ""J. Doe""\\ to\\ git config --global user.email ""please-set-your-email@bitrise.io""\\ git config --global user.name ""J. Doe (https://www.git-tower.com/learn/git/faq/change-author-name-email)""\\ (https://github.com/bitrise-docker/bitrise-base/pull/253/files)\\ due to user complaints.\\ \\ But if users want to **push back** into the repository they should set their own username and email for it, instead of relying on the one we define by default.\\ \\ The guide would explain how to do that on Bitrise, and then we could change the linked guide ( https://www.git-tower.com/learn/git/faq/change-author-name-email ) to our own official one.\\ How it should work for the user\\ When a user decides to push back to the repo from bitrise after the first push they will notice the strange user.name and email. Right now we link to a proper related guide, but it's not bitrise specific, they still have to figure it out how to do it on Bitrise.\\ \\ Instead we could link to the official guide which explains the process on bitrise.\\ Additional resources/research (optional)\\ The process can be as simple as:\\ \\ Add a Script step as the very first step in the workflow (but has to be before you'd git commit)\\ With the following content:\\ \\ git config --global user.name ""User Name""\\ git config --global user.email ""email-for-the-commit@domain.com""\\ \\ \\ ",Closed,13/Feb/19 6:06 PM,,,,3,Technical Writing,Technical Writing,Completed Archive,18000,,,,,,,,
story,,wp3rb,Whitelist IP addresses for the Linux stack,"Use case(s)\\ I want to be able to whitelist the IP addresses belonging to the Bitrise Linux stacks so our firewall will never block Bitrise. \\ How it should work for the user\\ The user must be able to quickly find the relevant IP addresses in our documentation. \\ Additional resources/research (optional)\\   \\ ",Closed,13/May/19 12:04 PM,,,,1,Technical Writing,Technical Writing,Completed Archive,10800,enhancement,,,,,,,
story,,3gubf,Generic File Storage - unique id required first before uploading,null,Closed,30/May/18 3:37 PM,,,,4,Technical Writing,Technical Writing,Completed Archive,3600,enhancement,,,,,,,,"18/Jul/18 3:24 PM;anna.banyik@bitrise.io;Quick editing and correction done in the existing documentation as this idea has been already documented in https://devcenter.bitrise.io/tutorials/how-to-use-the-generic-file-storage/ but had to edit some outdated content.
"
sub-task,xyh7u,,Review,null,Open,22/May/19 11:30 AM,,,,null,Technical Writing,Technical Writing,Completed Archive,,,,,,,,,
task,,yj72p,Collect tags in Nuclino,"What should we do?\\ Create the tags we use to link articles to each other in a Nuclino page.\\ Why should we do it?\\ The goal is to have a reference list of tags that we can and should use. There is no need to have millions of custom tags: a list of carefully selected ones should do it. \\ More details\\ ",Closed,27/May/19 2:56 PM,,,,2,Technical Writing,Technical Writing,Completed Archive,7200,maintenance,,,,,,,
sub-task,wwhxc,,Review,null,Open,14/May/19 1:39 PM,,,,null,Technical Writing,Technical Writing,Completed Archive,,,,,,,,,
sub-task,ryuwj,,Review,null,Closed,15/Apr/19 9:59 AM,,,,null,Technical Writing,Technical Writing,Completed Archive,,,,,,,,,
story,,j6a3m,Update screenshots of Testing,"Use case(s)\\ Current screenshots need to be checked if the UI design they show has changed.\\ How it should work for the user\\ Our screenshots should reflect the new UI design\\ Additional resources/research (optional)\\ ",Closed,14/Feb/19 10:27 AM,,,,2,Technical Writing,Technical Writing,Completed Archive,14400,enhancement,,,,,,,
sub-task,tzbcj,,Review,null,Open,23/Apr/19 3:44 PM,,,,null,Technical Writing,Technical Writing,Completed Archive,,,,,,,,,
sub-task,4q6zj,,Tech review,"https://github.com/bitrise-io/devcenter/pull/251/files on 9 July 2018, please @ Gergo Bekesi have a quick look and comment if you find anything incorrect! :)\\ ",Closed,10/Jul/18 1:09 PM,,,,null,Technical Writing,Technical Writing,Completed Archive,,,,,,,,,
